topic,cluster,centrality,frequency,pareto_score,Top20Percent
defined networking,0,0.7500403066849453,0.0,0.5250282146794616,False
data store,0,0.7498153686953927,0.0,0.5248707580867749,False
text visualization,0,0.7497202677939717,0.0,0.5248041874557802,False
student answer,0,0.7497032174096412,0.0,0.5247922521867489,False
parameters model,0,0.74967462359741,0.0,0.5247722365181869,False
graphical bayesian,0,0.749669010737972,0.0,0.5247683075165803,False
relation extraction,0,0.7496340627452449,0.0,0.5247438439216714,False
learning mcgraw,0,0.749596784886336,0.0,0.5247177494204351,False
multimedia internet,0,0.7495775105388319,0.0,0.5247042573771823,False
molecular biology,0,0.7495583420943361,0.0,0.5246908394660352,False
ambiguity nlp,0,0.7495580243853114,0.0,0.524690617069718,False
clustering regression,0,0.7495541059740056,0.0,0.524687874181804,False
identified,0,0.7494312584844195,0.0,0.5246018809390937,False
model checking,0,0.7493673989704364,0.0,0.5245571792793055,False
morphological operations,0,0.7492999387541722,0.0,0.5245099571279205,False
technological university,0,0.7492959144398582,0.0,0.5245071401079007,False
web development,0,0.7492752633532468,0.0,0.5244926843472727,False
analysis genes,0,0.749258107065908,0.0,0.5244806749461356,False
learning hours,0,0.7492453987049164,0.0,0.5244717790934414,False
memory multiprocessors,0,0.7492004958294124,0.0,0.5244403470805886,False
constrained,0,0.7491621589404209,0.0,0.5244135112582946,False
operation multiprocessors,0,0.7491561224689498,0.0,0.5244092857282648,False
clauses,0,0.7491272109476939,0.0,0.5243890476633857,False
graphql introduction,0,0.7490263912838265,0.0,0.5243184738986786,False
virtualization data,0,0.7489251480079263,0.0,0.5242476036055483,False
global internet,0,0.7486885606874647,0.0,0.5240819924812252,False
assembly language,0,0.7485465447533828,0.0,0.523982581327368,False
step model,0,0.7484824734333831,0.0,0.5239377314033682,False
wunsch algorithm,0,0.7484767546709369,0.0,0.5239337282696558,False
probability theory,0,0.7482546760626074,0.0,0.5237782732438252,False
evaluating query,0,0.7482098790901118,0.0,0.5237469153630783,False
parameter estimation,0,0.7481740838733186,0.0,0.523721858711323,False
biological data,0,0.7480234897955673,0.0,0.5236164428568971,False
access data,0,0.747906149262411,0.0,0.5235343044836877,False
identities optimization,0,0.747851185601122,0.0,0.5234958299207854,False
relations given,0,0.7476851296841641,0.0,0.5233795907789148,False
grade student,0,0.7475957475451894,0.0,0.5233170232816325,False
service packet,0,0.7475777440337845,0.0,0.5233044208236491,False
marks,0,0.7475687422780821,0.0,0.5232981195946574,False
domain adequate,0,0.7475592110073384,0.0,0.5232914477051368,False
word embedding,0,0.7475488325125286,0.0,0.52328418275877,False
sun compilers,0,0.747415818334149,0.0,0.5231910728339043,False
requirements ktu,0,0.7473944259264798,0.0,0.5231760981485358,False
redundancy semantics,0,0.747351217499108,0.0,0.5231458522493756,False
course semester,0,0.7473128806101166,0.0,0.5231190164270816,False
context rnns,0,0.747251245059307,0.0,0.5230758715415148,False
data nominal,0,0.7472462676179186,0.0,0.523072387332543,False
boolean expressions,0,0.7472024237724972,0.0,0.5230416966407481,False
orders optimization,0,0.7471992466822494,0.0,0.5230394726775746,False
conceptual levels,0,0.7471118767004317,0.0,0.5229783136903021,False
distributed hash,0,0.747098003406349,0.0,0.5229686023844443,False
virtualization applied,0,0.7470484407984815,0.0,0.5229339085589371,False
explain,0,0.7470368973705808,0.0,0.5229258281594065,False
covers concepts,0,0.7470030084079363,0.0,0.5229021058855554,False
naive bayes,0,0.7469211453825483,0.0,0.5228448017677838,False
program outcomes,0,0.7468011572741853,0.0,0.5227608100919297,False
dynamic web,0,0.7467615495490946,0.0,0.5227330846843662,False
memory virtualization,0,0.7467566780107144,0.0,0.5227296746075001,False
contain,0,0.746626099601525,0.0,0.5226382697210675,False
multimedia introduced,0,0.7466122263074425,0.0,0.5226285584152097,False
group projects,0,0.7465684883650295,0.0,0.5225979418555207,False
virtualized web,0,0.7464995455066498,0.0,0.5225496818546548,False
memory devices,0,0.7464972156404679,0.0,0.5225480509483275,False
phylogenetic tree,0,0.746485989921592,0.0,0.5225401929451143,False
algorithm simplify,0,0.7464333561264848,0.0,0.5225033492885393,False
security cloud,0,0.7462951527007003,0.0,0.5224066068904902,False
sentence files,0,0.7462154077354777,0.0,0.5223507854148344,False
branch prediction,0,0.7462073591068495,0.0,0.5223451513747946,False
regular expressions,0,0.746195074357891,0.0,0.5223365520505237,False
loops flow,0,0.7461079161820898,0.0,0.5222755413274629,False
module student,0,0.7460803813999412,0.0,0.5222562669799587,False
normalized mutual,0,0.7459794558330657,0.0,0.522185619083146,False
control flow,0,0.7459372005327684,0.0,0.5221560403729378,False
implement cloud,0,0.7459152786100577,0.0,0.5221406950270403,False
bioinformatics vs,0,0.7458245197319756,0.0,0.5220771638123829,False
identify cloud,0,0.7455969341672164,0.0,0.5219178539170515,False
following constraints,0,0.7454597897715146,0.0,0.5218218528400602,False
better method,0,0.745354416278292,0.0,0.5217480913948044,False
synthesis evaluation,0,0.745249254591086,0.0,0.5216744782137602,False
difference logic,0,0.7451519297264915,0.0,0.521606350808544,False
development virtualization,0,0.7451231241082437,0.0,0.5215861868757705,False
instruction count,0,0.7450579937581614,0.0,0.521540595630713,False
memory accesses,0,0.7449805786591205,0.0,0.5214864050613843,False
students shall,0,0.7449545265190876,0.0,0.5214681685633613,False
unsatisfiable core,0,0.7449460542784264,0.0,0.5214622379948984,False
r1 r2,0,0.7447426145995515,0.0,0.521319830219686,False
following statistics,0,0.7447089374429235,0.0,0.5212962562100465,False
domains data,0,0.744703536389502,0.0,0.5212924754726515,False
course outcomes,0,0.7446334285980314,0.0,0.5212434000186219,False
backpropagation algorithm,0,0.7445834423781308,0.0,0.5212084096646915,False
schema classes,0,0.7445777236156845,0.0,0.5212044065309791,False
prediction positive,0,0.7444766921458008,0.0,0.5211336845020605,False
multiprocessor communication,0,0.7444461920794208,0.0,0.5211123344555945,False
app engine,0,0.7443962058595203,0.0,0.5210773441016642,False
semantics embeddings,0,0.7442376690561492,0.0,0.5209663683393044,False
instruction encoding,0,0.7441932956956866,0.0,0.5209353069869805,False
prediction phylogenetic,0,0.7441909658295047,0.0,0.5209336760806533,False
module studentshould,0,0.7441672435556537,0.0,0.5209170704889575,False
validation sets,0,0.7441523112314885,0.0,0.520906617862042,False
implication graph,0,0.7439425173721177,0.0,0.5207597621604824,False
text normalisation,0,0.7439358454825971,0.0,0.5207550918378179,False
codes amino,0,0.7439297031081177,0.0,0.5207507921756823,False
restful web,0,0.7438526057181016,0.0,0.5206968240026711,False
lifecycle models,0,0.7437318762886808,0.0,0.5206123134020765,False
test dataset,0,0.7436948102357883,0.0,0.5205863671650518,False
communications addison,0,0.7436752181792595,0.0,0.5205726527254816,False
sentiment analyser,0,0.7435043966269299,0.0,0.520453077638851,False
practical guide,0,0.7434789799049465,0.0,0.5204352859334626,False
structure wsdl,0,0.7433544379672282,0.0,0.5203481065770598,False
test using,0,0.7433520021980381,0.0,0.5203464015386267,False
inspect programming,0,0.7431468680710309,0.0,0.5202028076497216,False
apriori algorithm,0,0.7430053816519904,0.0,0.5201037671563933,False
virtualization management,0,0.7427827735286195,0.0,0.5199479414700336,False
remote communication,0,0.7426637385473309,0.0,0.5198646169831316,False
garbage collectors,0,0.7426310145177774,0.0,0.5198417101624441,False
answer questions,0,0.7425557174789018,0.0,0.5197890022352313,False
boolean constraints,0,0.7425478806562903,0.0,0.5197835164594031,False
roc curve,0,0.7424867746205219,0.0,0.5197407422343653,False
semester examination,0,0.7424620992195965,0.0,0.5197234694537175,False
configuration management,0,0.7423277083021096,0.0,0.5196293958114767,False
growth algorithm,0,0.742229959825482,0.0,0.5195609718778373,False
dominators algorithm,0,0.7422092028358622,0.0,0.5195464419851036,False
bidirectional rnns,0,0.7421317877368213,0.0,0.5194922514157749,False
sql injection,0,0.7420498188084251,0.0,0.5194348731658975,False
pso algorithm,0,0.7419688030071032,0.0,0.5193781621049722,False
elective course,0,0.7419243237436324,0.0,0.5193470266205427,False
cloud platforms,0,0.7418798444801615,0.0,0.5193158911361131,False
implement pipelining,0,0.7418751847477979,0.0,0.5193126293234585,False
document grouping,0,0.7418690423733186,0.0,0.519308329661323,False
performance cognitive,0,0.7418637472229054,0.0,0.5193046230560338,False
secondary structure,0,0.741824669012856,0.0,0.5192772683089992,False
prove feasibility,0,0.7417744709869389,0.0,0.5192421296908573,False
control statements,0,0.741704680904493,0.0,0.5191932766331451,False
xml databases,0,0.7416443161897825,0.0,0.5191510213328477,False
parameter optimisation,0,0.7416307606047248,0.0,0.5191415324233073,False
matrix encoding,0,0.741624406424229,0.0,0.5191370844969603,False
cycle operations,0,0.7415922119097167,0.0,0.5191145483368017,False
parallel query,0,0.7414409824139159,0.0,0.5190086876897411,False
encoding instruction,0,0.7413754284518005,0.0,0.5189627999162603,False
artificial neuron,0,0.7413014022490241,0.0,0.5189109815743168,False
gpu architecture,0,0.7412826574165613,0.0,0.5188978601915929,False
counting problems,0,0.7412611591058837,0.0,0.5188828113741186,False
storage networking,0,0.7412317180695864,0.0,0.5188622026487105,False
disadvantages,0,0.7411558915156694,0.0,0.5188091240609686,False
support vector,0,0.74108387747005,0.0,0.518758714229035,False
students list,0,0.7409096670214559,0.0,0.5186367669150191,False
shared memory,0,0.7408431599322661,0.0,0.5185902119525863,False
direct solution,0,0.7407871372408945,0.0,0.5185509960686261,False
communications pearson,0,0.740686211674019,0.0,0.5184803481718133,False
add students,0,0.7406495692331597,0.0,0.5184546984632118,False
schemas multidimensional,0,0.7405624110573585,0.0,0.5183936877401509,False
instruction pipelines,0,0.7405548919437718,0.0,0.5183884243606403,False
attendance monitoring,0,0.7405203675630777,0.0,0.5183642572941544,False
improve capability,0,0.7405018345366315,0.0,0.518351284175642,False
project organizations,0,0.7404920914598713,0.0,0.5183444640219098,False
smoothing web,0,0.7404508951896566,0.0,0.5183156266327595,False
differentiated services,0,0.7403052785532938,0.0,0.5182136949873056,False
dag representation,0,0.7402233096248975,0.0,0.5181563167374282,False
understanding virtualization,0,0.7401618858801043,0.0,0.518113320116073,False
illustrate example,0,0.7401387990243029,0.0,0.5180971593170121,False
project requirements,0,0.7400935784397742,0.0,0.5180655049078419,False
bgp implement,0,0.7400840471690304,0.0,0.5180588330183212,False
hadoop cluster,0,0.739944255198122,0.0,0.5179609786386854,False
learning sentiment,0,0.7399147082588164,0.0,0.5179402957811715,False
bidirectional rnn,0,0.7398608036276101,0.0,0.517902562539327,False
qos architectural,0,0.7397947201504534,0.0,0.5178563041053174,False
distributed rdb,0,0.7397809527593792,0.0,0.5178466669315653,False
opinion explanation,0,0.7397425099673793,0.0,0.5178197569771655,False
frequent item,0,0.7395656519435786,0.0,0.517695956360505,False
ant colony,0,0.7394765875136287,0.0,0.51763361125954,False
develop compilers,0,0.7394471464773312,0.0,0.5176130025341318,False
continuous attributes,0,0.7394387801396785,0.0,0.5176071460977749,False
course covers,0,0.7394181290530669,0.0,0.5175926903371468,False
vmm,0,0.7393921828160424,0.0,0.5175745279712296,False
support vectors,0,0.7393596705925053,0.0,0.5175517694147537,False
tagging morphological,0,0.7393307590712492,0.0,0.5175315313498744,False
networking trends,0,0.7393280055930344,0.0,0.517529603915124,False
jax rs,0,0.7392693353264562,0.0,0.5174885347285193,False
speech tagging,0,0.7391903316822913,0.0,0.5174332321776038,False
equality logic,0,0.7391701042077129,0.0,0.517419072945399,False
associative caches,0,0.7391245659141594,0.0,0.5173871961399116,False
developing cloud,0,0.7391120693591843,0.0,0.517378448551429,False
beneficial situation,0,0.7389961055651353,0.0,0.5172972738955947,False
incremental translation,0,0.7389785256657635,0.0,0.5172849679660344,False
principles techniques,0,0.7389417773218959,0.0,0.5172592441253271,False
compiler testing,0,0.7389030168208713,0.0,0.5172321117746099,False
semester examinations,0,0.7388931678411028,0.0,0.5172252174887719,False
search query,0,0.7387994436787892,0.0,0.5171596105751525,False
microarray bioinformatics,0,0.7387449036295333,0.0,0.5171214325406732,False
helps students,0,0.7386626169921122,0.0,0.5170638318944786,False
strong induction,0,0.7385416757566748,0.0,0.5169791730296723,False
mpls internet,0,0.73853648650927,0.0,0.516975540556489,False
matrices feature,0,0.7384659551057662,0.0,0.5169261685740363,False
instructions pipelined,0,0.7384490106244439,0.0,0.5169143074371108,False
normalization standardization,0,0.7384414915108573,0.0,0.5169090440576001,False
representation rule,0,0.7384392675476836,0.0,0.5169074872833785,False
embeddings bias,0,0.7384138508257003,0.0,0.5168896955779902,False
probability problems,0,0.7383391892048743,0.0,0.516837432443412,False
centralized server,0,0.7381824527526437,0.0,0.5167277169268506,False
k1,0,0.7381557651945612,0.0,0.5167090356361927,False
expressions incremental,0,0.7380627823533055,0.0,0.5166439476473138,False
disease prediction,0,0.7380029471536363,0.0,0.5166020630075454,False
database security,0,0.7379875912174381,0.0,0.5165913138522066,False
hypervisors examples,0,0.7379376049975376,0.0,0.5165563234982763,False
objective genetic,0,0.7378674972060668,0.0,0.5165072480442467,False
phases compiler,0,0.737826618644877,0.0,0.5164786330514138,False
h323 architectural,0,0.7378134866718522,0.0,0.5164694406702965,False
overfitting accuracy,0,0.7377578875925137,0.0,0.5164305213147595,False
architecture gpu,0,0.7377212451516544,0.0,0.516404871606158,False
graphql architecture,0,0.737701017677076,0.0,0.5163907123739532,False
iteration terms,0,0.7376962520417041,0.0,0.5163873764291929,False
microarrays applications,0,0.7376545262564481,0.0,0.5163581683795136,False
review mining,0,0.7376513491662002,0.0,0.5163559444163401,False
a1 10,0,0.7376270973773077,0.0,0.5163389681641154,False
bagging boosting,0,0.7375598489670602,0.0,0.5162918942769421,False
box contains,0,0.737543328097771,0.0,0.5162803296684397,False
chat application,0,0.7375351735661346,0.0,0.5162746214962942,False
model transformation,0,0.7375014964095068,0.0,0.5162510474866547,False
nonlinear svm,0,0.7374507688685483,0.0,0.5162155382079838,False
verified faculty,0,0.7374434615609782,0.0,0.5162104230926847,False
multicast protocols,0,0.7374133851066311,0.0,0.5161893695746418,False
instructions,0,0.7374053364780031,0.0,0.5161837355346022,False
solvers linear,0,0.7373172251751275,0.0,0.5161220576225892,False
recall score,0,0.7372852424666319,0.0,0.5160996697266422,False
expressions translation,0,0.737238751046004,0.0,0.5160671257322028,False
mount bioinformatics,0,0.737132000813674,0.0,0.5159924005695717,False
processor multiprocessor,0,0.7369787591607161,0.0,0.5158851314125013,False
probability,0,0.7369563077229642,0.0,0.5158694154060749,False
explain lstm,0,0.7369026148977743,0.0,0.5158318304284419,False
security dba,0,0.7368814342961215,0.0,0.515817004007285,False
course probability,0,0.7367477846996925,0.0,0.5157234492897848,False
phylogenetic analysis,0,0.7366843487977425,0.0,0.5156790441584197,False
planned communication,0,0.73662959694247,0.0,0.515640717859729,False
swarm follows,0,0.7364711660421072,0.0,0.515529816229475,False
reduction propositional,0,0.7363231136365542,0.0,0.5154261795455879,False
r1 r9,0,0.7362994972657114,0.0,0.515409648085998,False
r6 r1,0,0.7362886951588685,0.0,0.5154020866112079,False
performance issues,0,0.7362659260120917,0.0,0.5153861482084642,False
associative cache,0,0.7361965595416788,0.0,0.5153375916791751,False
server virtualization,0,0.7361876636889847,0.0,0.5153313645822892,False
following standards,0,0.7361870282709351,0.0,0.5153309197896545,False
boolean association,0,0.7361647886391997,0.0,0.5153153520474397,False
encoder decoder,0,0.7360898093093489,0.0,0.5152628665165442,False
k2,0,0.7360190660998286,0.0,0.51521334626988,False
vectors dictionaries,0,0.7359491701143743,0.0,0.515164419080062,False
indexing parallel,0,0.7359069148140771,0.0,0.5151348403698539,False
symbolic registers,0,0.7358781091958293,0.0,0.5151146764370805,False
frequent itemset,0,0.7358750380085897,0.0,0.5151125266060127,False
formula propositional,0,0.7358732376574492,0.0,0.5151112663602144,False
extractive summary,0,0.7358640240957302,0.0,0.515104816867011,False
penn treebank,0,0.7358023885449206,0.0,0.5150616719814444,False
xml tree,0,0.735715442175136,0.0,0.5150008095225952,False
method overcome,0,0.7357066522254501,0.0,0.5149946565578151,False
discrete distributions,0,0.7357009334630038,0.0,0.5149906534241027,False
virtualization cloud,0,0.7356952147005575,0.0,0.5149866502903903,False
discussed curriculum,0,0.7356006433141778,0.0,0.5149204503199245,False
programs replacing,0,0.7355821102877317,0.0,0.5149074772014122,False
mobile routing,0,0.7354359641363275,0.0,0.5148051748954292,False
fuzzy genetic,0,0.735374752197551,0.0,0.5147623265382857,False
weaknesses cognitive,0,0.7353368389205924,0.0,0.5147357872444147,False
lstms grus,0,0.7352758387878324,0.0,0.5146930871514827,False
publications shall,0,0.7352696964133532,0.0,0.5146887874893472,False
draw graphs,0,0.735213461915965,0.0,0.5146494233411755,False
misses instruction,0,0.7352065782204279,0.0,0.5146446047542995,False
explicit routing,0,0.7351284218003291,0.0,0.5145898952602304,False
colour attributes,0,0.7350879668511723,0.0,0.5145615767958206,False
models hours,0,0.7349987965182141,0.0,0.5144991575627499,False
squared cost,0,0.7349394908335862,0.0,0.5144576435835103,False
paas model,0,0.7346643548181166,0.0,0.5142650483726816,False
key privacy,0,0.7344627154903821,0.0,0.5141239008432674,False
provider data,0,0.734414106009589,0.0,0.5140898742067123,False
overfitting regularization,0,0.7343688854250603,0.0,0.5140582197975422,False
multilayer perceptron,0,0.7343497169805646,0.0,0.5140448018863952,False
maximum likelihood,0,0.7343327724992423,0.0,0.5140329407494696,False
fuzzy controllers,0,0.7342492150257222,0.0,0.5139744505180055,False
competing query,0,0.7341895916320695,0.0,0.5139327141424487,False
identify storage,0,0.734168093321392,0.0,0.5139176653249744,False
frequent itemsets,0,0.734091843155442,0.0,0.5138642902088093,False
mits pipeline,0,0.7339292820377569,0.0,0.5137504974264298,False
estimation mle,0,0.7339238809843354,0.0,0.5137467166890347,False
evolution soap,0,0.7338687055170299,0.0,0.5137080938619208,False
optimization causes,0,0.7337421514221545,0.0,0.5136195059955081,False
hybrid cloud,0,0.7335655052043704,0.0,0.5134958536430593,False
model parameters,0,0.7335430537666184,0.0,0.5134801376366329,False
storage virtualization,0,0.7334310083838752,0.0,0.5134017058687126,False
publishing,0,0.7334238069793132,0.0,0.5133966648855192,False
complexity subsystem,0,0.7334225361432141,0.0,0.5133957753002498,False
report contain,0,0.733414487514586,0.0,0.5133901412602102,False
domain instantiations,0,0.7332969351754131,0.0,0.5133078546227892,False
cellular internet,0,0.7330770805302572,0.0,0.51315395637118,False
assessment questions,0,0.7330390613502904,0.0,0.5131273429452032,False
investigation developmentwork,0,0.7330160803974972,0.0,0.513111256278248,False
satisfiability,0,0.7329121895463903,0.0,0.5130385326824731,False
roles tasks,0,0.7328223837953824,0.0,0.5129756686567677,False
implementation deployment,0,0.7327942135951843,0.0,0.5129559495166289,False
bayes logistic,0,0.7326930762222923,0.0,0.5128851533556046,False
sentimental analysis,0,0.7326400188151521,0.0,0.5128480131706065,False
map reduce,0,0.7324748101222603,0.0,0.5127323670855822,False
positive examples,0,0.732465808366558,0.0,0.5127260658565905,False
intermediate languages,0,0.7324194228489384,0.0,0.5126935959942568,False
greater security,0,0.7322712645403772,0.0,0.512589885178264,False
simplex algorithm,0,0.7321021374361797,0.0,0.5124714962053257,False
probability bayes,0,0.7317743676256029,0.0,0.5122420573379219,False
admitted university,0,0.7317573172412724,0.0,0.5122301220688906,False
using xml,0,0.7314183217118196,0.0,0.5119928251982737,False
marks question,0,0.7313402711947291,0.0,0.5119381898363103,False
virtualization support,0,0.7313166548238862,0.0,0.5119216583767203,False
explain security,0,0.7312177414141677,0.0,0.5118524189899174,False
emulation interpretation,0,0.7311626718498705,0.0,0.5118138702949093,False
probability algebraic,0,0.7310935171854742,0.0,0.511765462029832,False
attendance reports,0,0.7309860256320864,0.0,0.5116902179424604,False
country data,0,0.7309805186756566,0.0,0.5116863630729596,False
conjunction equalities,0,0.730910834496219,0.0,0.5116375841473533,False
categories service,0,0.7308960080750619,0.0,0.5116272056525434,False
interpret textual,0,0.7308766278245497,0.0,0.5116136394771847,False
pearson education,0,0.7308067318390955,0.0,0.5115647122873668,False
induction complete,0,0.7307411778769801,0.0,0.5115188245138861,False
techniques cope,0,0.730512003767097,0.0,0.5113584026369679,False
ese marks,0,0.7304458143869321,0.0,0.5113120700708524,False
pearson international,0,0.7303488072313624,0.0,0.5112441650619537,False
k3,0,0.7303067637370816,0.0,0.5112147346159571,False
cellular technologies,0,0.7303059165130155,0.0,0.5112141415591108,False
genomes 3rd,0,0.73020499094614,0.0,0.5111434936622979,False
disadvantages cloud,0,0.7300609628549011,0.0,0.5110426739984307,False
posteriori estimation,0,0.7298400491796626,0.0,0.5108880344257638,False
mobility cellular,0,0.7298287175577783,0.0,0.5108801022904448,False
ga encoding,0,0.729774389314539,0.0,0.5108420725201772,False
boolean values,0,0.7297533146158944,0.0,0.5108273202311261,False
boolean formula,0,0.7297465368233655,0.0,0.5108225757763558,False
pairs sequences,0,0.7296234775277629,0.0,0.510736434269434,False
like voip,0,0.7295679843514326,0.0,0.5106975890460027,False
subtree query,0,0.7295481804888873,0.0,0.510683726342221,False
orders s1,0,0.7292849056103432,0.0,0.5104994339272402,False
outcome co5,0,0.7291847213645255,0.0,0.5104293049551678,False
taken distribution,0,0.729047259259799,0.0,0.5103330814818593,False
parameter,0,0.7290359276379147,0.0,0.5103251493465403,False
university consists,0,0.7290221602468404,0.0,0.5103155121727883,False
examination month,0,0.7289968494278654,0.0,0.5102977945995057,False
protein structure,0,0.7288804620217832,0.0,0.5102163234152483,False
olap server,0,0.7288263455845604,0.0,0.5101784419091923,False
secure database,0,0.7287854670233705,0.0,0.5101498269163594,False
multicast group,0,0.7287223488304453,0.0,0.5101056441813117,False
dimension association,0,0.7286839060384455,0.0,0.5100787342269117,False
flow sdn,0,0.7286671733631398,0.0,0.5100670213541978,False
complete induction,0,0.7286293659891896,0.0,0.5100405561924327,False
vpn implemented,0,0.7285257928471075,0.0,0.5099680549929753,False
direct proof,0,0.7284264558253559,0.0,0.5098985190777491,False
model suit,0,0.7283014902756045,0.0,0.5098110431929231,False
join operators,0,0.7282488564804973,0.0,0.5097741995363481,False
protein domains,0,0.7281170072352088,0.0,0.5096819050646462,False
national test,0,0.7281124534058534,0.0,0.5096787173840973,False
software deployment,0,0.7280282605142836,0.0,0.5096197823599985,False
openflow specification,0,0.7280159757653251,0.0,0.5096111830357275,False
soap restful,0,0.7279323123887965,0.0,0.5095526186721575,False
recurrence relations,0,0.7277753641305494,0.0,0.5094427548913846,False
http requests,0,0.7276149210730296,0.0,0.5093304447511207,False
outcome co6,0,0.7274762940352122,0.0,0.5092334058246485,False
reservation multicast,0,0.7274528894703858,0.0,0.50921702262927,False
routing mobile,0,0.7272447900591472,0.0,0.509071353041403,False
table assume,0,0.7272172552769987,0.0,0.509052078693899,False
methods hours,0,0.7271858020835442,0.0,0.509030061458481,False
google bigquery,0,0.7269851158828842,0.0,0.5088895811180189,False
layer neuron,0,0.7268472301661245,0.0,0.5087930611162871,False
class imbalanced,0,0.7265672226122748,0.0,0.5085970558285924,False
gpu instruction,0,0.72655652640844,0.0,0.508589568485908,False
induction variables,0,0.7263603940371354,0.0,0.5084522758259947,False
evaluate faster,0,0.7262873209614332,0.0,0.5084011246730032,False
significance testing,0,0.7261638380537975,0.0,0.5083146866376582,False
compiler elsevier,0,0.7260369662498973,0.0,0.5082258763749281,False
elimination method,0,0.7259375233251375,0.0,0.5081562663275963,False
server api,0,0.7259217437769062,0.0,0.5081452206438343,False
tcp mobility,0,0.7258140404175019,0.0,0.5080698282922512,False
calculate accuracy,0,0.7255971510565773,0.0,0.5079180057396041,False
conflict clauses,0,0.7255720520436189,0.0,0.5079004364305332,False
hadoop framework,0,0.7255088279476852,0.0,0.5078561795633796,False
testing environment,0,0.7253673415286447,0.0,0.5077571390700513,False
streaming stored,0,0.7252761590385295,0.0,0.5076933113269706,False
weighted regression,0,0.7251641136557863,0.0,0.5076148795590504,False
t1 multiprocessor,0,0.7251199521013402,0.0,0.5075839664709381,False
desktop virtualization,0,0.7250494206978364,0.0,0.5075345944884855,False
mobile tcp,0,0.7249505072881179,0.0,0.5074653551016826,False
disadvantages lazy,0,0.7248667380085811,0.0,0.5074067166060068,False
prove statement,0,0.7245712686155249,0.0,0.5071998880308674,False
benefits,0,0.7243043930346998,0.0,0.5070130751242898,False
cost function,0,0.7240160191431972,0.0,0.506811213400238,False
dynamic webpages,0,0.7239819183745362,0.0,0.5067873428621753,False
http methods,0,0.7238026245815454,0.0,0.5066618372070818,False
wireless cellular,0,0.7236436641661413,0.0,0.5065505649162989,False
contains apples,0,0.7232724741221763,0.0,0.5062907318855234,False
multicast routing,0,0.7229516939101449,0.0,0.5060661857371014,False
remote memory,0,0.7229234178069385,0.0,0.5060463924648569,False
extracting times,0,0.7226618373765266,0.0,0.5058632861635686,False
continuous distributions,0,0.722352600592396,0.0,0.5056468204146772,False
expected outcomes,0,0.7221191903621823,0.0,0.5054834332535276,False
methods protein,0,0.7220266311329597,0.0,0.5054186417930718,False
induction ordering,0,0.7219370371879684,0.0,0.5053559260315779,False
model assumption,0,0.7213541470304838,0.0,0.5049479029213386,False
communication unplanned,0,0.7212529037545836,0.0,0.5048770326282085,False
executable specification,0,0.7211923272338566,0.0,0.5048346290636996,False
distribution density,0,0.7210373911327665,0.0,0.5047261737929366,False
generate test,0,0.7208386111862551,0.0,0.5045870278303786,False
restful clients,0,0.7208272795643709,0.0,0.5045790956950595,False
duration examination,0,0.7208170069725693,0.0,0.5045719048807985,False
publishing ag,0,0.7207431925758093,0.0,0.5045202348030665,False
mips pipeline,0,0.7207372620073466,0.0,0.5045160834051425,False
multiprocessors thread,0,0.7206088016583225,0.0,0.5044261611608257,False
branches pipeline,0,0.720472186777662,0.0,0.5043305307443634,False
unplanned communication,0,0.7201176235059945,0.0,0.5040823364541961,False
geometric distribution,0,0.7201075627202094,0.0,0.5040752939041465,False
query cost,0,0.719873834780971,0.0,0.5039116843466797,False
bigquery cloud,0,0.7197921835615995,0.0,0.5038545284931196,False
host application,0,0.7196769610886083,0.0,0.5037738727620258,False
jsonp web,0,0.7196283516078152,0.0,0.5037398461254706,False
beginning xml,0,0.7196123602535673,0.0,0.5037286521774971,False
multiprocessor cache,0,0.7193361652080151,0.0,0.5035353156456106,False
attribute declared,0,0.7189219785426949,0.0,0.5032453849798864,False
add r1,0,0.7189126590779678,0.0,0.5032388613545774,False
average memory,0,0.7187427906527124,0.0,0.5031199534568986,False
transient multicast,0,0.7186984172922498,0.0,0.5030888921045749,False
simd gpu,0,0.7185727104214406,0.0,0.5030008972950084,False
verifying compilation,0,0.7182933382856403,0.0,0.5028053367999482,False
edit distance,0,0.7182844424329462,0.0,0.5027991097030623,False
induction variable,0,0.7181824578359881,0.0,0.5027277204851917,False
published year,0,0.7180744367675589,0.0,0.5026521057372912,False
xsd xpath,0,0.7180695652291788,0.0,0.5026486956604251,False
delays pipelined,0,0.7178537348983369,0.0,0.5024976144288358,False
induction cart,0,0.7176645921255775,0.0,0.5023652144879043,False
routing bgp,0,0.7176041215078589,0.0,0.5023228850555012,False
reduce function,0,0.7175240588336114,0.0,0.5022668411835279,False
identity access,0,0.7173553553414469,0.0,0.5021487487390128,False
constellations olap,0,0.7171320058970184,0.0,0.5019924041279129,False
backpatching boolean,0,0.7162578824668081,0.0,0.5013805177267656,False
wsdl document,0,0.7154876498877046,0.0,0.5008413549213933,False
client api,0,0.7153656496221846,0.0,0.5007559547355293,False
ant density,0,0.7151998055112434,0.0,0.5006398638578704,False
write xpath,0,0.7151694113478716,0.0,0.5006185879435101,False
mark attendance,0,0.7150477287913763,0.0,0.5005334101539635,False
prove answer,0,0.7150138398287319,0.0,0.5005096878801123,False
exponential distributions,0,0.714761049348006,0.0,0.5003327345436042,False
decidability boolean,0,0.7147309728936591,0.0,0.5003116810255613,False
social impacts,0,0.7146086549191142,0.0,0.5002260584433799,False
